Business Name,Category,City,Customer ID,Date,State,Number of Records,Spend
SUSHISAMBA Las Vegas,Restaurants,Henderson,lScAaXwR6TeiH59Hv2vjPQ,4/12/2015,NV,1,68.18
CUT,Bars,Henderson,A3mpjzazkSDkua4cPSayYA,4/13/2015,NV,1,
CUT,Cafes,Henderson,A3mpjzazkSDkua4cPSayYA,4/13/2015,NV,1,
CUT,Restaurants,Henderson,A3mpjzazkSDkua4cPSayYA,4/13/2015,NV,1,282.58
Margaritaville,Restaurants,Henderson,4IBXnq5ia-27waHfZYGilQ,4/13/2015,NV,1,
Margaritaville,Cafes,Henderson,4IBXnq5ia-27waHfZYGilQ,4/13/2015,NV,1,
Margaritaville,Bars,Henderson,4IBXnq5ia-27waHfZYGilQ,4/13/2015,NV,1,60.68
Margaritaville,Restaurants,Henderson,7MtXdUEwHRF2i1T6KKgguA,4/14/2015,NV,1,
Margaritaville,Cafes,Henderson,7MtXdUEwHRF2i1T6KKgguA,4/14/2015,NV,1,
Margaritaville,Bars,Henderson,7MtXdUEwHRF2i1T6KKgguA,4/14/2015,NV,1,75.79
Scarpetta,Cafes,Henderson,zzUcHAdUr5uLrKRfw8iIHQ,4/14/2015,NV,1,
Scarpetta,Restaurants,Henderson,zzUcHAdUr5uLrKRfw8iIHQ,4/14/2015,NV,1,
Scarpetta,Bars,Henderson,zzUcHAdUr5uLrKRfw8iIHQ,4/14/2015,NV,1,62.26
CUT,Bars,Henderson,dTFs-SDYdn9kAl4-wQjNpw,4/15/2015,NV,1,
CUT,Cafes,Henderson,dTFs-SDYdn9kAl4-wQjNpw,4/15/2015,NV,1,
CUT,Restaurants,Henderson,dTFs-SDYdn9kAl4-wQjNpw,4/15/2015,NV,1,267.68
CUT,Bars,Henderson,jDb2vguou9IYVeL6qMr3HQ,4/15/2015,NV,1,
CUT,Cafes,Henderson,jDb2vguou9IYVeL6qMr3HQ,4/15/2015,NV,1,
CUT,Restaurants,Henderson,jDb2vguou9IYVeL6qMr3HQ,4/15/2015,NV,1,7.74
Fat Tuesday,Bars,Henderson,fU13OrvIV8uvKxUhceF6Vw,4/15/2015,NV,1,
Fat Tuesday,Cafes,Henderson,fU13OrvIV8uvKxUhceF6Vw,4/15/2015,NV,1,
Fat Tuesday,Restaurants,Henderson,fU13OrvIV8uvKxUhceF6Vw,4/15/2015,NV,1,54.69
Frankie's Tiki Room,Bars,Henderson,awZvWvEavT2BcbMvKAu0ug,4/15/2015,NV,1,
Frankie's Tiki Room,Cafes,Henderson,awZvWvEavT2BcbMvKAu0ug,4/15/2015,NV,1,
Frankie's Tiki Room,Restaurants,Henderson,awZvWvEavT2BcbMvKAu0ug,4/15/2015,NV,1,233.25
Scarpetta,Restaurants,Henderson,dU4TPMnb_D5vyIrSuIMIgg,4/15/2015,NV,1,
Scarpetta,Cafes,Henderson,dU4TPMnb_D5vyIrSuIMIgg,4/15/2015,NV,1,
Scarpetta,Bars,Henderson,dU4TPMnb_D5vyIrSuIMIgg,4/15/2015,NV,1,75.4
The Peppermill Restaurant & Fireside Lounge,Cafes,Henderson,WdmtUMK0xUZrc5YJcNP9xQ,4/15/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Bars,Henderson,WdmtUMK0xUZrc5YJcNP9xQ,4/15/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Henderson,WdmtUMK0xUZrc5YJcNP9xQ,4/15/2015,NV,1,30.68
Frankie's Tiki Room,Cafes,Henderson,4oODaigt-m6kVjU9ySfH7w,4/16/2015,NV,1,
Frankie's Tiki Room,Bars,Henderson,4oODaigt-m6kVjU9ySfH7w,4/16/2015,NV,1,
Frankie's Tiki Room,Restaurants,Henderson,4oODaigt-m6kVjU9ySfH7w,4/16/2015,NV,1,291.39
SUSHISAMBA Las Vegas,Cafes,Henderson,V1qmCtP5bAat9CSRugNXZA,4/16/2015,NV,1,
SUSHISAMBA Las Vegas,Bars,Henderson,V1qmCtP5bAat9CSRugNXZA,4/16/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Henderson,V1qmCtP5bAat9CSRugNXZA,4/16/2015,NV,1,187.46
The Bagel Café,Bars,Henderson,EaE0VFIsbhMNoWIIczyneA,4/16/2015,NV,1,
The Bagel Café,Restaurants,Henderson,EaE0VFIsbhMNoWIIczyneA,4/16/2015,NV,1,
The Bagel Café,Cafes,Henderson,EaE0VFIsbhMNoWIIczyneA,4/16/2015,NV,1,16.68
The Bagel Café,Bars,Henderson,vyiHjaQlESGcXgEfEmH4ow,4/16/2015,NV,1,
The Bagel Café,Restaurants,Henderson,vyiHjaQlESGcXgEfEmH4ow,4/16/2015,NV,1,
The Bagel Café,Cafes,Henderson,vyiHjaQlESGcXgEfEmH4ow,4/16/2015,NV,1,39.06
The Chandelier,Bars,Henderson,GRIUSZG7gxwA-L-jUfgbRg,4/16/2015,NV,1,
The Chandelier,Cafes,Henderson,GRIUSZG7gxwA-L-jUfgbRg,4/16/2015,NV,1,
The Chandelier,Restaurants,Henderson,GRIUSZG7gxwA-L-jUfgbRg,4/16/2015,NV,1,76.32
CUT,Bars,Henderson,WTyk16y136mLO7mFfn_lYw,4/17/2015,NV,1,
CUT,Cafes,Henderson,WTyk16y136mLO7mFfn_lYw,4/17/2015,NV,1,
CUT,Restaurants,Henderson,WTyk16y136mLO7mFfn_lYw,4/17/2015,NV,1,142.33
Fat Tuesday,Bars,Henderson,UfeHndURvGfJ5PZuFbHTvA,4/17/2015,NV,1,
Fat Tuesday,Cafes,Henderson,UfeHndURvGfJ5PZuFbHTvA,4/17/2015,NV,1,
Fat Tuesday,Restaurants,Henderson,UfeHndURvGfJ5PZuFbHTvA,4/17/2015,NV,1,141.61
Frankie's Tiki Room,Cafes,Henderson,XUSPGy1inoDbhN7yGvdLCQ,4/17/2015,NV,1,
Frankie's Tiki Room,Bars,Henderson,XUSPGy1inoDbhN7yGvdLCQ,4/17/2015,NV,1,
Frankie's Tiki Room,Restaurants,Henderson,XUSPGy1inoDbhN7yGvdLCQ,4/17/2015,NV,1,317.99
Margaritaville,Restaurants,Henderson,5pn0Rb0RSvt7IkPLWsGeZg,4/17/2015,NV,1,
Margaritaville,Cafes,Henderson,5pn0Rb0RSvt7IkPLWsGeZg,4/17/2015,NV,1,
Margaritaville,Bars,Henderson,5pn0Rb0RSvt7IkPLWsGeZg,4/17/2015,NV,1,48.7
The Peppermill Restaurant & Fireside Lounge,Cafes,Henderson,qiAxQxOvgGjOv7G9fKVd_Q,4/17/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Bars,Henderson,qiAxQxOvgGjOv7G9fKVd_Q,4/17/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Henderson,qiAxQxOvgGjOv7G9fKVd_Q,4/17/2015,NV,1,40.41
Encore Beach Club,Restaurants,Henderson,nA4yCblbGyCFcs-G6UcLlg,4/18/2015,NV,1,
Encore Beach Club,Cafes,Henderson,nA4yCblbGyCFcs-G6UcLlg,4/18/2015,NV,1,
Encore Beach Club,Bars,Henderson,nA4yCblbGyCFcs-G6UcLlg,4/18/2015,NV,1,17.83
Nora's Cuisine,Restaurants,Henderson,KOxd6rC7dtk5BmniPmHfTA,4/18/2015,NV,1,
Nora's Cuisine,Cafes,Henderson,KOxd6rC7dtk5BmniPmHfTA,4/18/2015,NV,1,
Nora's Cuisine,Bars,Henderson,KOxd6rC7dtk5BmniPmHfTA,4/18/2015,NV,1,78.63
The Bagel Café,Bars,Henderson,7x3-B0yaO_hqXm42VKStzw,4/18/2015,NV,1,
The Bagel Café,Restaurants,Henderson,7x3-B0yaO_hqXm42VKStzw,4/18/2015,NV,1,
The Bagel Café,Cafes,Henderson,7x3-B0yaO_hqXm42VKStzw,4/18/2015,NV,1,29.26
Frankie's Tiki Room,Bars,Henderson,ZEj9R_Uk66NccaEXH_TydA,4/19/2015,NV,1,
Frankie's Tiki Room,Cafes,Henderson,ZEj9R_Uk66NccaEXH_TydA,4/19/2015,NV,1,
Frankie's Tiki Room,Restaurants,Henderson,ZEj9R_Uk66NccaEXH_TydA,4/19/2015,NV,1,492.59
LAVO Italian Restaurant & Lounge,Restaurants,Henderson,NKN-_GPWhYDBJBntUlNOIg,4/19/2015,NV,1,
LAVO Italian Restaurant & Lounge,Cafes,Henderson,NKN-_GPWhYDBJBntUlNOIg,4/19/2015,NV,1,
LAVO Italian Restaurant & Lounge,Bars,Henderson,NKN-_GPWhYDBJBntUlNOIg,4/19/2015,NV,1,69.17
SUSHISAMBA Las Vegas,Bars,Henderson,BripuS4ZR94dXVNkr01sfw,4/19/2015,NV,1,
SUSHISAMBA Las Vegas,Cafes,Henderson,BripuS4ZR94dXVNkr01sfw,4/19/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Henderson,BripuS4ZR94dXVNkr01sfw,4/19/2015,NV,1,225.86
SUSHISAMBA Las Vegas,Bars,Henderson,btc5cy4JHDNdoWyiptVjZA,4/19/2015,NV,1,
SUSHISAMBA Las Vegas,Cafes,Henderson,btc5cy4JHDNdoWyiptVjZA,4/19/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Henderson,btc5cy4JHDNdoWyiptVjZA,4/19/2015,NV,1,98.54
The Peppermill Restaurant & Fireside Lounge,Cafes,Henderson,JWvxlyxu_TlzQDXw68KZBA,4/19/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Bars,Henderson,JWvxlyxu_TlzQDXw68KZBA,4/19/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Henderson,JWvxlyxu_TlzQDXw68KZBA,4/19/2015,NV,1,202.93
Fat Tuesday,Cafes,Henderson,7pEDezR5VOOPl7NI-WISLA,4/20/2015,NV,1,
Fat Tuesday,Bars,Henderson,7pEDezR5VOOPl7NI-WISLA,4/20/2015,NV,1,
Fat Tuesday,Restaurants,Henderson,7pEDezR5VOOPl7NI-WISLA,4/20/2015,NV,1,121.21
LAVO Italian Restaurant & Lounge,Restaurants,Henderson,UMmtL8H0Pf6UxHeww2FISA,4/20/2015,NV,1,
LAVO Italian Restaurant & Lounge,Cafes,Henderson,UMmtL8H0Pf6UxHeww2FISA,4/20/2015,NV,1,
LAVO Italian Restaurant & Lounge,Bars,Henderson,UMmtL8H0Pf6UxHeww2FISA,4/20/2015,NV,1,74.73
Margaritaville,Cafes,Henderson,bzAZl9i3jNCsk90uYTB_AA,4/20/2015,NV,1,
Margaritaville,Restaurants,Henderson,bzAZl9i3jNCsk90uYTB_AA,4/20/2015,NV,1,
Margaritaville,Bars,Henderson,bzAZl9i3jNCsk90uYTB_AA,4/20/2015,NV,1,55.45
The Chandelier,Cafes,Henderson,opQrpfhWAt_ZVc-SdzzzZA,4/20/2015,NV,1,
The Chandelier,Bars,Henderson,opQrpfhWAt_ZVc-SdzzzZA,4/20/2015,NV,1,
The Chandelier,Restaurants,Henderson,opQrpfhWAt_ZVc-SdzzzZA,4/20/2015,NV,1,1.97
The Peppermill Restaurant & Fireside Lounge,Cafes,Henderson,f78O2Wa8E1x8sG6C9fDwbg,4/20/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Bars,Henderson,f78O2Wa8E1x8sG6C9fDwbg,4/20/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Henderson,f78O2Wa8E1x8sG6C9fDwbg,4/20/2015,NV,1,291.77
Brio Tuscan Grille,Restaurants,Henderson,dt-PrUupgaDK5qZccBdT9w,4/21/2015,NV,1,
Brio Tuscan Grille,Cafes,Henderson,dt-PrUupgaDK5qZccBdT9w,4/21/2015,NV,1,
Brio Tuscan Grille,Bars,Henderson,dt-PrUupgaDK5qZccBdT9w,4/21/2015,NV,1,75.15
Scarpetta,Restaurants,Henderson,9sXPgl0LlTCdBL19S_R5Hw,4/21/2015,NV,1,
Scarpetta,Cafes,Henderson,9sXPgl0LlTCdBL19S_R5Hw,4/21/2015,NV,1,
Scarpetta,Bars,Henderson,9sXPgl0LlTCdBL19S_R5Hw,4/21/2015,NV,1,22.8
The Bagel Café,Bars,Henderson,38JK-SfO9NkAGs1RwlH2Gw,4/21/2015,NV,1,
The Bagel Café,Restaurants,Henderson,38JK-SfO9NkAGs1RwlH2Gw,4/21/2015,NV,1,
The Bagel Café,Cafes,Henderson,38JK-SfO9NkAGs1RwlH2Gw,4/21/2015,NV,1,19.32
The Bagel Café,Bars,Henderson,U_pYV7n7cY2eGeDBwDsqSQ,4/21/2015,NV,1,
The Bagel Café,Restaurants,Henderson,U_pYV7n7cY2eGeDBwDsqSQ,4/21/2015,NV,1,
The Bagel Café,Cafes,Henderson,U_pYV7n7cY2eGeDBwDsqSQ,4/21/2015,NV,1,28.55
The Chandelier,Bars,Henderson,hl4_LPK2ZjVZHq4GzVdZuQ,4/21/2015,NV,1,
The Chandelier,Cafes,Henderson,hl4_LPK2ZjVZHq4GzVdZuQ,4/21/2015,NV,1,
The Chandelier,Restaurants,Henderson,hl4_LPK2ZjVZHq4GzVdZuQ,4/21/2015,NV,1,250.2
Frankie's Tiki Room,Bars,Henderson,nMtPifrS4qd2ggGEo48KRg,4/22/2015,NV,1,
Frankie's Tiki Room,Cafes,Henderson,nMtPifrS4qd2ggGEo48KRg,4/22/2015,NV,1,
Frankie's Tiki Room,Restaurants,Henderson,nMtPifrS4qd2ggGEo48KRg,4/22/2015,NV,1,228.55
Margaritaville,Cafes,Henderson,nzVyZRPFsNtPRJox2n19PA,4/22/2015,NV,1,
Margaritaville,Restaurants,Henderson,nzVyZRPFsNtPRJox2n19PA,4/22/2015,NV,1,
Margaritaville,Bars,Henderson,nzVyZRPFsNtPRJox2n19PA,4/22/2015,NV,1,33.96
Scarpetta,Cafes,Henderson,NW_WOT7RcWvmFZRh98CKyA,4/22/2015,NV,1,
Scarpetta,Restaurants,Henderson,NW_WOT7RcWvmFZRh98CKyA,4/22/2015,NV,1,
Scarpetta,Bars,Henderson,NW_WOT7RcWvmFZRh98CKyA,4/22/2015,NV,1,11.37
The Chandelier,Bars,Henderson,XPcjdBjad9K6g-_exTAc1A,4/22/2015,NV,1,
The Chandelier,Cafes,Henderson,XPcjdBjad9K6g-_exTAc1A,4/22/2015,NV,1,
The Chandelier,Restaurants,Henderson,XPcjdBjad9K6g-_exTAc1A,4/22/2015,NV,1,-29.47
The Peppermill Restaurant & Fireside Lounge,Cafes,Henderson,2BiT4UmTnrnipyJTcBb6QA,4/22/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Bars,Henderson,2BiT4UmTnrnipyJTcBb6QA,4/22/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Henderson,2BiT4UmTnrnipyJTcBb6QA,4/22/2015,NV,1,125.62
The Peppermill Restaurant & Fireside Lounge,Bars,Henderson,Izc_9GAoY7hmJGHt8cYYIA,4/22/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Cafes,Henderson,Izc_9GAoY7hmJGHt8cYYIA,4/22/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Henderson,Izc_9GAoY7hmJGHt8cYYIA,4/22/2015,NV,1,243.41
CUT,Bars,Henderson,_thh8zy7Z7y9S0hrRa6U_w,4/23/2015,NV,1,
CUT,Cafes,Henderson,_thh8zy7Z7y9S0hrRa6U_w,4/23/2015,NV,1,
CUT,Restaurants,Henderson,_thh8zy7Z7y9S0hrRa6U_w,4/23/2015,NV,1,258.05
Fat Tuesday,Cafes,Henderson,nE_Ef39i5Jur6LyQiWFBGw,4/23/2015,NV,1,
Fat Tuesday,Bars,Henderson,nE_Ef39i5Jur6LyQiWFBGw,4/23/2015,NV,1,
Fat Tuesday,Restaurants,Henderson,nE_Ef39i5Jur6LyQiWFBGw,4/23/2015,NV,1,249.36
LAVO Italian Restaurant & Lounge,Restaurants,Henderson,P2FD7E392y01VcBVWli6og,4/23/2015,NV,1,
LAVO Italian Restaurant & Lounge,Cafes,Henderson,P2FD7E392y01VcBVWli6og,4/23/2015,NV,1,
LAVO Italian Restaurant & Lounge,Bars,Henderson,P2FD7E392y01VcBVWli6og,4/23/2015,NV,1,78.46
Margaritaville,Cafes,Henderson,yrHLj15hMEZmOo3n1v5t-g,4/23/2015,NV,1,
Margaritaville,Restaurants,Henderson,yrHLj15hMEZmOo3n1v5t-g,4/23/2015,NV,1,
Margaritaville,Bars,Henderson,yrHLj15hMEZmOo3n1v5t-g,4/23/2015,NV,1,45.57
The Bagel Café,Restaurants,Henderson,V1qmCtP5bAat9CSRugNXZA,4/23/2015,NV,1,
The Bagel Café,Bars,Henderson,V1qmCtP5bAat9CSRugNXZA,4/23/2015,NV,1,
The Bagel Café,Cafes,Henderson,V1qmCtP5bAat9CSRugNXZA,4/23/2015,NV,1,7.64
Brio Tuscan Grille,Restaurants,Henderson,FfK5TM2HqIbXQJNIqeumwg,4/24/2015,NV,1,
Brio Tuscan Grille,Cafes,Henderson,FfK5TM2HqIbXQJNIqeumwg,4/24/2015,NV,1,
Brio Tuscan Grille,Bars,Henderson,FfK5TM2HqIbXQJNIqeumwg,4/24/2015,NV,1,49.57
Encore Beach Club,Cafes,Henderson,87g9y057oFyeQh4XnUqL4g,4/24/2015,NV,1,
Encore Beach Club,Restaurants,Henderson,87g9y057oFyeQh4XnUqL4g,4/24/2015,NV,1,
Encore Beach Club,Bars,Henderson,87g9y057oFyeQh4XnUqL4g,4/24/2015,NV,1,67.84
Fat Tuesday,Cafes,Henderson,PEVcTmyiPkBuby3XDhaiIA,4/24/2015,NV,1,
Fat Tuesday,Bars,Henderson,PEVcTmyiPkBuby3XDhaiIA,4/24/2015,NV,1,
Fat Tuesday,Restaurants,Henderson,PEVcTmyiPkBuby3XDhaiIA,4/24/2015,NV,1,137.24
The Bagel Café,Restaurants,Henderson,15HGQ_19DylbPz7cLk46Pw,4/24/2015,NV,1,
The Bagel Café,Bars,Henderson,15HGQ_19DylbPz7cLk46Pw,4/24/2015,NV,1,
The Bagel Café,Cafes,Henderson,15HGQ_19DylbPz7cLk46Pw,4/24/2015,NV,1,24.99
The Chandelier,Cafes,Henderson,akYlOY3UcUTFhKdU69oD5A,4/24/2015,NV,1,
The Chandelier,Bars,Henderson,akYlOY3UcUTFhKdU69oD5A,4/24/2015,NV,1,
The Chandelier,Restaurants,Henderson,akYlOY3UcUTFhKdU69oD5A,4/24/2015,NV,1,332.14
The Chandelier,Cafes,Henderson,QTWp08epdNiZ-l0VrJUbVQ,4/24/2015,NV,1,
The Chandelier,Bars,Henderson,QTWp08epdNiZ-l0VrJUbVQ,4/24/2015,NV,1,
The Chandelier,Restaurants,Henderson,QTWp08epdNiZ-l0VrJUbVQ,4/24/2015,NV,1,163.73
Encore Beach Club,Restaurants,Henderson,GFj7sT00BR_-QdgFe6Hydw,4/25/2015,NV,1,
Encore Beach Club,Cafes,Henderson,GFj7sT00BR_-QdgFe6Hydw,4/25/2015,NV,1,
Encore Beach Club,Bars,Henderson,GFj7sT00BR_-QdgFe6Hydw,4/25/2015,NV,1,151.2
Fat Tuesday,Cafes,Henderson,A3mpjzazkSDkua4cPSayYA,4/25/2015,NV,1,
Fat Tuesday,Bars,Henderson,A3mpjzazkSDkua4cPSayYA,4/25/2015,NV,1,
Fat Tuesday,Restaurants,Henderson,A3mpjzazkSDkua4cPSayYA,4/25/2015,NV,1,1.68
Fat Tuesday,Bars,Henderson,jykemU4-CaDr-8Lnei-_ZA,4/25/2015,NV,1,
Fat Tuesday,Cafes,Henderson,jykemU4-CaDr-8Lnei-_ZA,4/25/2015,NV,1,
Fat Tuesday,Restaurants,Henderson,jykemU4-CaDr-8Lnei-_ZA,4/25/2015,NV,1,211.01
Frankie's Tiki Room,Cafes,Henderson,vAX5VC7Zdk-BTxRa7CC6OQ,4/25/2015,NV,1,
Frankie's Tiki Room,Bars,Henderson,vAX5VC7Zdk-BTxRa7CC6OQ,4/25/2015,NV,1,
Frankie's Tiki Room,Restaurants,Henderson,vAX5VC7Zdk-BTxRa7CC6OQ,4/25/2015,NV,1,6.26
Margaritaville,Cafes,Henderson,tcKH661Mylv2W3_vxXajEA,4/25/2015,NV,1,
Margaritaville,Restaurants,Henderson,tcKH661Mylv2W3_vxXajEA,4/25/2015,NV,1,
Margaritaville,Bars,Henderson,tcKH661Mylv2W3_vxXajEA,4/25/2015,NV,1,47.73
The Chandelier,Bars,Henderson,Lc9LmBuK24mSrDluIs_8Gg,4/25/2015,NV,1,
The Chandelier,Cafes,Henderson,Lc9LmBuK24mSrDluIs_8Gg,4/25/2015,NV,1,
The Chandelier,Restaurants,Henderson,Lc9LmBuK24mSrDluIs_8Gg,4/25/2015,NV,1,213.98
The Chandelier,Cafes,Henderson,UyOxJBlR3L_yU-e9QPpvXw,4/25/2015,NV,1,
The Chandelier,Bars,Henderson,UyOxJBlR3L_yU-e9QPpvXw,4/25/2015,NV,1,
The Chandelier,Restaurants,Henderson,UyOxJBlR3L_yU-e9QPpvXw,4/25/2015,NV,1,183.89
The Peppermill Restaurant & Fireside Lounge,Bars,Henderson,nfNch-WQPzubm8DR4-S-1Q,4/25/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Cafes,Henderson,nfNch-WQPzubm8DR4-S-1Q,4/25/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Henderson,nfNch-WQPzubm8DR4-S-1Q,4/25/2015,NV,1,53
Frankie's Tiki Room,Bars,Henderson,NJlSKaz5HXwjd5rrAieanA,4/26/2015,NV,1,
Frankie's Tiki Room,Cafes,Henderson,NJlSKaz5HXwjd5rrAieanA,4/26/2015,NV,1,
Frankie's Tiki Room,Restaurants,Henderson,NJlSKaz5HXwjd5rrAieanA,4/26/2015,NV,1,285.81
Scarpetta,Cafes,Henderson,PQe5OJC-vAMMSyI-9xAjOA,4/26/2015,NV,1,
Scarpetta,Restaurants,Henderson,PQe5OJC-vAMMSyI-9xAjOA,4/26/2015,NV,1,
Scarpetta,Bars,Henderson,PQe5OJC-vAMMSyI-9xAjOA,4/26/2015,NV,1,7.46
SUSHISAMBA Las Vegas,Bars,Henderson,VSXa-gtVlZcdOJpylKrQ6Q,4/26/2015,NV,1,
SUSHISAMBA Las Vegas,Cafes,Henderson,VSXa-gtVlZcdOJpylKrQ6Q,4/26/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Henderson,VSXa-gtVlZcdOJpylKrQ6Q,4/26/2015,NV,1,361.16
CUT,Bars,Henderson,xtm1vPbYXWxSLJmol1so4Q,4/27/2015,NV,1,
CUT,Cafes,Henderson,xtm1vPbYXWxSLJmol1so4Q,4/27/2015,NV,1,
CUT,Restaurants,Henderson,xtm1vPbYXWxSLJmol1so4Q,4/27/2015,NV,1,232.36
The Bagel Café,Bars,Henderson,1w32UX4lKRA18ITs66IjAw,4/27/2015,NV,1,
The Bagel Café,Restaurants,Henderson,1w32UX4lKRA18ITs66IjAw,4/27/2015,NV,1,
The Bagel Café,Cafes,Henderson,1w32UX4lKRA18ITs66IjAw,4/27/2015,NV,1,30.77
The Peppermill Restaurant & Fireside Lounge,Bars,Henderson,wdk23Z76EwJCMO2Qywx2-g,4/27/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Cafes,Henderson,wdk23Z76EwJCMO2Qywx2-g,4/27/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Henderson,wdk23Z76EwJCMO2Qywx2-g,4/27/2015,NV,1,207.64
Frankie's Tiki Room,Bars,Henderson,JsDgzK3dMJgQF4-bM6k9nQ,4/28/2015,NV,1,
Frankie's Tiki Room,Cafes,Henderson,JsDgzK3dMJgQF4-bM6k9nQ,4/28/2015,NV,1,
Frankie's Tiki Room,Restaurants,Henderson,JsDgzK3dMJgQF4-bM6k9nQ,4/28/2015,NV,1,237.78
LAVO Italian Restaurant & Lounge,Cafes,Henderson,yUBT7gMTqTrpRnDUFpXGWw,4/28/2015,NV,1,
LAVO Italian Restaurant & Lounge,Restaurants,Henderson,yUBT7gMTqTrpRnDUFpXGWw,4/28/2015,NV,1,
LAVO Italian Restaurant & Lounge,Bars,Henderson,yUBT7gMTqTrpRnDUFpXGWw,4/28/2015,NV,1,-4.79
Margaritaville,Restaurants,Henderson,RjsXNuzUOjOhKUQPakLGoA,4/28/2015,NV,1,
Margaritaville,Cafes,Henderson,RjsXNuzUOjOhKUQPakLGoA,4/28/2015,NV,1,
Margaritaville,Bars,Henderson,RjsXNuzUOjOhKUQPakLGoA,4/28/2015,NV,1,24.71
Scarpetta,Restaurants,Henderson,6uugz8picdVrjgmkymurXg,4/28/2015,NV,1,
Scarpetta,Cafes,Henderson,6uugz8picdVrjgmkymurXg,4/28/2015,NV,1,
Scarpetta,Bars,Henderson,6uugz8picdVrjgmkymurXg,4/28/2015,NV,1,52.35
Scarpetta,Cafes,Henderson,bDomx2QRbZGw3ybT03AG1g,4/28/2015,NV,1,
Scarpetta,Restaurants,Henderson,bDomx2QRbZGw3ybT03AG1g,4/28/2015,NV,1,
Scarpetta,Bars,Henderson,bDomx2QRbZGw3ybT03AG1g,4/28/2015,NV,1,47.85
SUSHISAMBA Las Vegas,Cafes,Henderson,S0yRUj8IbVjO_2tT66DyQw,4/28/2015,NV,1,
SUSHISAMBA Las Vegas,Bars,Henderson,S0yRUj8IbVjO_2tT66DyQw,4/28/2015,NV,1,
SUSHISAMBA Las Vegas,Restaurants,Henderson,S0yRUj8IbVjO_2tT66DyQw,4/28/2015,NV,1,227.65
The Bagel Café,Restaurants,Henderson,17LPTsu4RgqTZ3SxsGzzxw,4/28/2015,NV,1,
The Bagel Café,Bars,Henderson,17LPTsu4RgqTZ3SxsGzzxw,4/28/2015,NV,1,
The Bagel Café,Cafes,Henderson,17LPTsu4RgqTZ3SxsGzzxw,4/28/2015,NV,1,21.17
The Bagel Café,Restaurants,Henderson,BripuS4ZR94dXVNkr01sfw,4/28/2015,NV,1,
The Bagel Café,Bars,Henderson,BripuS4ZR94dXVNkr01sfw,4/28/2015,NV,1,
The Bagel Café,Cafes,Henderson,BripuS4ZR94dXVNkr01sfw,4/28/2015,NV,1,14.07
The Bagel Café,Restaurants,Henderson,TmvqI-IT23ogzdp05ctVhw,4/28/2015,NV,1,
The Bagel Café,Bars,Henderson,TmvqI-IT23ogzdp05ctVhw,4/28/2015,NV,1,
The Bagel Café,Cafes,Henderson,TmvqI-IT23ogzdp05ctVhw,4/28/2015,NV,1,13.74
The Bagel Café,Restaurants,Henderson,UfeHndURvGfJ5PZuFbHTvA,4/28/2015,NV,1,
The Bagel Café,Bars,Henderson,UfeHndURvGfJ5PZuFbHTvA,4/28/2015,NV,1,
The Bagel Café,Cafes,Henderson,UfeHndURvGfJ5PZuFbHTvA,4/28/2015,NV,1,-0.86
The Chandelier,Cafes,Henderson,P2FD7E392y01VcBVWli6og,4/28/2015,NV,1,
The Chandelier,Bars,Henderson,P2FD7E392y01VcBVWli6og,4/28/2015,NV,1,
The Chandelier,Restaurants,Henderson,P2FD7E392y01VcBVWli6og,4/28/2015,NV,1,139.15
The Chandelier,Bars,Henderson,vuvaXKLJzBantHpRwggJuQ,4/28/2015,NV,1,
The Chandelier,Cafes,Henderson,vuvaXKLJzBantHpRwggJuQ,4/28/2015,NV,1,
The Chandelier,Restaurants,Henderson,vuvaXKLJzBantHpRwggJuQ,4/28/2015,NV,1,69.54
The Peppermill Restaurant & Fireside Lounge,Bars,Henderson,w2W01_xzk020zfnmnrgjOg,4/28/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Cafes,Henderson,w2W01_xzk020zfnmnrgjOg,4/28/2015,NV,1,
The Peppermill Restaurant & Fireside Lounge,Restaurants,Henderson,w2W01_xzk020zfnmnrgjOg,4/28/2015,NV,1,151.36
